minute,output
1353,8.094552112395369e-05
1354,7.861795103764013e-05
1355,7.614313010200326e-05
1356,7.353253999886096e-05
1357,7.079766241003276e-05
1358,6.794997901733658e-05
1359,6.500097150259089e-05
1360,6.196212154761351e-05
1361,5.884491083422427e-05
1362,5.5660821044240834e-05
1363,5.2421333859481786e-05
1364,4.913793096176502e-05
1365,4.5822094032910035e-05
1366,4.248530475473502e-05
1367,3.9139044809057444e-05
1368,3.579479587769726e-05
1369,3.246403964247231e-05
1370,2.9158257785201003e-05
1371,2.5888931987701213e-05
1372,2.266754393179249e-05
1373,1.9505575299292915e-05
1374,1.641450777202096e-05
1375,1.340582303179438e-05
1376,1.0491002760432784e-05
1377,7.681528639754093e-06
1378,4.988882351576827e-06
1379,2.4245455777190724e-06
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
