minute,load_MW
0,1.6711625199034439
1,1.6710055266838262
2,1.670980297174199
3,1.67056367498144
4,1.6706346930005722
5,1.6702925671422975
6,1.6695707942584033
7,1.6695639109066824
8,1.6699761134042894
9,1.6688128208987496
10,1.6689247596313266
11,1.6690870441250427
12,1.6687438633727194
13,1.6678251090636487
14,1.6680923173005584
15,1.6674090533662456
16,1.667685976835714
17,1.667595964108849
18,1.6666717486107632
19,1.6662635059026305
20,1.6667434205348752
21,1.6659255706089249
22,1.666231649278048
23,1.6659788620184957
24,1.6651421407383575
25,1.6652006072540129
26,1.6650429228191295
27,1.664927537771163
28,1.6648357547792747
29,1.664481703557975
30,1.6639472072998602
31,1.6641503583972836
32,1.6633670889861447
33,1.6643701981351462
34,1.6637478514750685
35,1.662929331295852
36,1.6638908662327665
37,1.663156916171727
38,1.6627039372882455
39,1.6624962113021409
40,1.662853302338106
41,1.662666382129169
42,1.6623249502219224
43,1.6626553109051325
44,1.6625913646202457
45,1.6630694545554896
46,1.662498507226062
47,1.6626694501371644
48,1.6627765161650512
49,1.6625624621615949
50,1.663285337276747
51,1.6625197651965584
52,1.662397671225794
53,1.6629496650160687
54,1.6624383874302355
55,1.6633433210027981
56,1.663902449326634
57,1.663845244339665
58,1.6641927986343625
59,1.6645582250833928
60,1.6644463973447627
61,1.6646081793586436
62,1.6648609034133819
63,1.6657843928057312
64,1.6658599562756873
65,1.6663366928925563
66,1.6661139799273792
67,1.66650914614694
68,1.66781925017319
69,1.6675130062526071
70,1.66770578559556
71,1.6685316491772049
72,1.6694495094875546
73,1.669765836719031
74,1.670091845998962
75,1.670971159105576
76,1.671078991944777
77,1.671903809384209
78,1.672918922097443
79,1.672801581745864
80,1.6737066674286778
81,1.6744711798792424
82,1.6745776950399176
83,1.675400963649191
84,1.6754698440357958
85,1.676588250729182
86,1.6770984824442534
87,1.6779385806831175
88,1.6774484711331603
89,1.679033583947593
90,1.6795064857762023
91,1.6799768599803224
92,1.680332671612919
93,1.6807577756304433
94,1.6816321827860206
95,1.681947956519529
96,1.6829883913127652
97,1.6827995928992945
98,1.683632572275603
99,1.6841312314139163
100,1.6847361565644414
101,1.6837783217155096
102,1.6856234980598979
103,1.685368942567641
104,1.6858399439405902
105,1.6861881000648673
106,1.6873845840311286
107,1.6869363414603296
108,1.6871513007278351
109,1.6877995736101599
110,1.6874931325559048
111,1.6886142185814341
112,1.6881810237942814
113,1.6888682414473015
114,1.688544127797095
115,1.6884863017414837
116,1.6886445396589063
117,1.6887620498790044
118,1.688839753526191
119,1.6890466581814239
120,1.689058485448382
121,1.6886869250255716
122,1.6883762761050705
123,1.6885843399916172
124,1.6880715016784658
125,1.687343427981996
126,1.6877991350230641
127,1.6865419704010014
128,1.6871769967086871
129,1.687342966700467
130,1.686687348717297
131,1.6865502280856275
132,1.686208640102564
133,1.6850532571795835
134,1.6846687840718308
135,1.6845752230910283
136,1.6842143839557913
137,1.6831962523428856
138,1.6827280512222993
139,1.6826295956136395
140,1.681453530811039
141,1.6816457687800968
142,1.6804272335644401
143,1.679969431598956
144,1.6795301431365544
145,1.6794723691977924
146,1.6789801231858075
147,1.6787228167074841
148,1.6778988080456156
149,1.6770006689877535
150,1.6762768647879178
151,1.6759368671498156
152,1.6759462883017224
153,1.6745039814853255
154,1.6743553841066672
155,1.6735854989538255
156,1.6728020963160843
157,1.6731270705550887
158,1.6728207074373578
159,1.6716718202083998
160,1.6715559058803893
161,1.6708545315832086
162,1.6702835663169244
163,1.6700014000674472
164,1.6694705098345253
165,1.669178277113215
166,1.6688954665318547
167,1.6686710164038467
168,1.6679172504737394
169,1.6680106499472656
170,1.6679885890284065
171,1.6673773122120574
172,1.6668463289070516
173,1.667225321853865
174,1.6674437367999992
175,1.6671849706254283
176,1.6673328167680388
177,1.6675523037026418
178,1.6663151437770827
179,1.6671444048132262
180,1.666991223287925
181,1.666999419214023
182,1.667397944895647
183,1.6675651750200564
184,1.6677030207783385
185,1.6687597496506084
186,1.6689768212381972
187,1.6689616473979627
188,1.6692693992184815
189,1.669777264537346
190,1.6703956160136644
191,1.671144343390263
192,1.6717550525478408
193,1.672404960813936
194,1.6724654285648877
195,1.6726384622780412
196,1.6734039308304134
197,1.674417669208046
198,1.674969356637764
199,1.6752196345696695
200,1.6769555591306065
201,1.6771617354290242
202,1.6779806298613245
203,1.6785595860034983
204,1.6799125385477012
205,1.6801349027582007
206,1.6811188105763937
207,1.6817272638906278
208,1.6824514432214952
209,1.6830032935923325
210,1.6841306438719124
211,1.6845287459621572
212,1.6854940130899134
213,1.6864267123219332
214,1.6877278676664071
215,1.6879291531940717
216,1.6887613972251088
217,1.689720781164053
218,1.6907937825687167
219,1.6910970448627602
220,1.6926511835869802
221,1.692575923866291
222,1.6932120854772186
223,1.6945147496508841
224,1.694585443013516
225,1.6958382895455317
226,1.6965842976191035
227,1.6971673176384128
228,1.6977655704035066
229,1.698041618794261
230,1.6980163035264701
231,1.6995503702637618
232,1.7000327299963083
233,1.701508054945726
234,1.7012243591533618
235,1.7015061358586512
236,1.7021604372551051
237,1.7027341571264178
238,1.7030440387168098
239,1.7032560184267391
240,1.7033355649376831
241,1.7038493633116378
242,1.7037525884766518
243,1.7041711963545707
244,1.7044535264881253
245,1.7049997836843234
246,1.7044988228953903
247,1.7051295342276491
248,1.7051733736361394
249,1.7041692274322662
250,1.704321443201393
251,1.7043838432146505
252,1.7049838006107718
253,1.7046858244462924
254,1.7041038654941325
255,1.7038227418829082
256,1.7039828905099867
257,1.7040995253874898
258,1.7036004575068586
259,1.7032642816239822
260,1.7028826954738496
261,1.7023926416050572
262,1.7023237757716767
263,1.7016820871259013
264,1.7015914829622136
265,1.7012623923039745
266,1.7008758709050382
267,1.7000027428171476
268,1.6999069156599254
269,1.6990618406674811
270,1.69907938186426
271,1.6987011447437628
272,1.6977406430845532
273,1.6972486423394177
274,1.6967119103339345
275,1.696317986974652
276,1.6952543108359048
277,1.6943636098293258
278,1.693968736088429
279,1.6929612554067839
280,1.6923441832805803
281,1.691176989926398
282,1.6909051627545446
283,1.6912073152219838
284,1.689798187985964
285,1.6891136173479377
286,1.6883090048780454
287,1.6874200912720663
288,1.686491018224947
289,1.6860631977620595
290,1.6848974996645703
291,1.6844564216451103
292,1.6830036175664775
293,1.683218237092144
294,1.682368358496591
295,1.6809463188135012
296,1.6806326034220442
297,1.6800144963907235
298,1.6783881837158003
299,1.6775613145110313
300,1.6772024970594472
301,1.6765113681476178
302,1.675302820524476
303,1.6751368702216247
304,1.6742479679288886
305,1.673663213563948
306,1.6717473510658158
307,1.6710849477617338
308,1.6705412330095273
309,1.6695225545295103
310,1.6687543803753822
311,1.668130513336604
312,1.6674070603608562
313,1.6669426139703
314,1.6652113223874088
315,1.664822053654568
316,1.6637609730821572
317,1.6625742658640892
318,1.6614956934330332
319,1.6611715011548365
320,1.659323747682323
321,1.6596230532430098
322,1.6586662311849492
323,1.6574240473730075
324,1.6564844845709337
325,1.6551889879766513
326,1.654208623511574
327,1.6530477902605027
328,1.6519668535462362
329,1.6511631047490651
330,1.6502395339353706
331,1.6491087230957122
332,1.6481555415103855
333,1.64641439902103
334,1.6451283536324632
335,1.64426695871437
336,1.6430777899676527
337,1.6420498056337058
338,1.6402592412925776
339,1.638939672083743
340,1.637383274868794
341,1.63621657338715
342,1.6348148398939852
343,1.6336298541857672
344,1.6323209895522437
345,1.630581399487136
346,1.6293234596711188
347,1.627751099003223
348,1.626013805472855
349,1.6245433871079835
350,1.6222956003325424
351,1.6214188417756392
352,1.6198184664140363
353,1.6178633511606286
354,1.6158942169433423
355,1.6137345744428426
356,1.6122768371890448
357,1.6103232325642116
358,1.608414794647114
359,1.6060311788754233
360,1.6043573497599037
361,1.6021605968914558
362,1.6005991968054685
363,1.5976177787449064
364,1.5962511036020202
365,1.5939532441536466
366,1.591679624951025
367,1.5892573725085382
368,1.5868026846358272
369,1.5846953953829577
370,1.581447555264679
371,1.5794019433194229
372,1.5770394876235692
373,1.5750441441422325
374,1.572184760412337
375,1.569431830158768
376,1.5667816350717338
377,1.5643872504221614
378,1.5613569832373642
379,1.5587196475268068
380,1.5555764227953697
381,1.553016753900319
382,1.5499381514218176
383,1.547009336592679
384,1.5439164300377095
385,1.5408440916027553
386,1.5376903001773805
387,1.53509048006362
388,1.5316128675637535
389,1.527922512794841
390,1.525153416152138
391,1.5213821471815019
392,1.5185023714759924
393,1.5144888648889512
394,1.5113700424625987
395,1.507642483823042
396,1.5042112749752143
397,1.5001059614982848
398,1.4966784920543363
399,1.4934914275361182
400,1.4896524762125294
401,1.4851362350770314
402,1.482082020979341
403,1.4773360043831785
404,1.4735684363940205
405,1.4699106547938692
406,1.4654828105416673
407,1.4612285114954104
408,1.457394126665622
409,1.452787488421006
410,1.449018878749891
411,1.4445930517061227
412,1.4404231854657545
413,1.4353215871314737
414,1.4310312466637864
415,1.4267416430452147
416,1.4219773609851343
417,1.417683469559496
418,1.4126930331157959
419,1.4075894409240737
420,1.4031755327428799
421,1.398867306003536
422,1.3939416739071335
423,1.3896506616025313
424,1.3832542152065967
425,1.379122223136065
426,1.3734004464457563
427,1.3685245854239527
428,1.3628223054314597
429,1.3583914136053197
430,1.352486301309948
431,1.3472737653656721
432,1.3416029299637044
433,1.3370260766003954
434,1.3311928720730928
435,1.325828838596216
436,1.3202472293343703
437,1.314937458486407
438,1.3088540145768408
439,1.3033455579404536
440,1.2976345058098386
441,1.2924091213701039
442,1.2867040664351375
443,1.2807281384852125
444,1.2751215680748458
445,1.2689568869662509
446,1.263152024915791
447,1.257270019820987
448,1.2516959275555444
449,1.2461412942515537
450,1.2395607506760018
451,1.2341237911554734
452,1.227865978565985
453,1.2222021130096703
454,1.2160830112872134
455,1.209772411757158
456,1.2038729058841349
457,1.1981123804366907
458,1.1920520544570605
459,1.1859826667231064
460,1.179102447578645
461,1.1737606982025568
462,1.1674032239497152
463,1.1614874300670177
464,1.1555739674696146
465,1.1487036931326313
466,1.143164647977434
467,1.1365343569846016
468,1.1308126174099062
469,1.1247020505667218
470,1.118700264460358
471,1.112044719194182
472,1.106182838444245
473,1.0997454927613894
474,1.0937582830922885
475,1.087711293708246
476,1.081808443239113
477,1.0751746282980683
478,1.0688370709764494
479,1.0634653975214274
480,1.0571574427643324
481,1.0511439004949528
482,1.0455224934638605
483,1.0387467666033396
484,1.0323987380498494
485,1.0267000314690788
486,1.020661941132557
487,1.0144871620650322
488,1.0084504409346213
489,1.002484166138233
490,0.9961177885348859
491,0.9903585165058801
492,0.9850087892517335
493,0.9785588784198601
494,0.9722545478762934
495,0.9665630147551854
496,0.9606282725341682
497,0.9545337722781359
498,0.9495050086197082
499,0.9433200410928667
500,0.9375154264277471
501,0.931360391201147
502,0.9250008434780277
503,0.9199447071947071
504,0.9131899437087686
505,0.908197719066658
506,0.9025548458581977
507,0.8963233014091143
508,0.8907956357983007
509,0.8849818219252783
510,0.8797862064760444
511,0.8739714235924656
512,0.8685498600265291
513,0.8625592679177484
514,0.856734237965493
515,0.851248606149595
516,0.8457412005911852
517,0.8401615634745115
518,0.8350918912007068
519,0.8289519657417825
520,0.8244677964693193
521,0.8186581301120184
522,0.8132523843180929
523,0.8072750963868317
524,0.8025820750851319
525,0.7970165316844228
526,0.7918438347651036
527,0.7866592569605758
528,0.7809253368086826
529,0.7760682511520131
530,0.7707316467908228
