minute,load_MW
0,0.690755575869405
1,0.6905084468355315
2,0.6904492275351061
3,0.6904359217250662
4,0.6905108530582275
5,0.6907494822139648
6,0.6906738282697665
7,0.6902833308119279
8,0.6903396984842682
9,0.6899590971003732
10,0.6900308451039555
11,0.689753710331387
12,0.6900359503566634
13,0.6897454455252245
14,0.6899777307045044
15,0.6899014977365966
16,0.6898624892672771
17,0.6896510236884094
18,0.6897484727871476
19,0.689292510086982
20,0.6895427656334655
21,0.6895750710115922
22,0.6892901387843446
23,0.6896143370763872
24,0.6893781116018957
25,0.689022421943128
26,0.6893435057073543
27,0.6890236431409625
28,0.6887002001216938
29,0.689052248036438
30,0.6889737714121125
31,0.689206010219614
32,0.688793108930563
33,0.6892644068671486
34,0.6887647196984729
35,0.6885430822411553
36,0.6887729766911549
37,0.6888129370859495
38,0.6887523302543918
39,0.6882663275401484
40,0.6885353752343171
41,0.6884316348498921
42,0.688435868644079
43,0.6883816000380896
44,0.6883781081022176
45,0.6883643830716635
46,0.6882481451054213
47,0.6883184437881393
48,0.6879629851588166
49,0.6881384612997128
50,0.6882499590288471
51,0.6880275753848712
52,0.6878088983809507
53,0.6877349553488854
54,0.6874066442681251
55,0.6876394444586951
56,0.6879116452459598
57,0.6875673557005286
58,0.6875352086187762
59,0.6876156452782589
60,0.6875752342278825
61,0.6875289325677824
62,0.687236208718031
63,0.6871967456366807
64,0.6871010016808957
65,0.6869947347360017
66,0.6867356171005324
67,0.6865064329927899
68,0.6864370217980674
69,0.6870772084837778
70,0.6863500397282231
71,0.6868356828910172
72,0.6869893528376634
73,0.6866044712780341
74,0.6862985293054998
75,0.6864751976940281
76,0.6863171543275939
77,0.6859655888194525
78,0.6862619364788637
79,0.6862757413513907
80,0.6861492824881781
81,0.6858885443294638
82,0.6858036981989467
83,0.6855659942346172
84,0.6855553329838123
85,0.6854650339634406
86,0.6856116129718189
87,0.685142772199237
88,0.6851621341771128
89,0.6851289958841933
90,0.6850276450860227
91,0.6848398565177021
92,0.6849669176605068
93,0.6846460073848675
94,0.684620669201213
95,0.6848705689041064
96,0.6844603294112677
97,0.6843617595086051
98,0.6839813613474119
99,0.6841921936796017
100,0.6838356392638011
101,0.6835473990497685
102,0.6836362418943812
103,0.6836742802208475
104,0.6837202499204599
105,0.6836025993736395
106,0.6830663927355997
107,0.6832859937623317
108,0.683393575009135
109,0.6831036551603078
110,0.6831960610752295
111,0.6828053636332018
112,0.6829066883024693
113,0.6828703958887574
114,0.6828989666725159
115,0.6823586581566983
116,0.6826175218057658
117,0.6823436627590272
118,0.6825727924543343
