minute,load_MW
0,2.9231284179414776
1,2.951952971393019
2,2.977260213982328
3,3.002426782338607
4,3.0236616050386718
5,3.046801927632388
6,3.066137941168686
7,3.0860592945723364
8,3.1013531757083617
9,3.118566926515537
10,3.1331944417522424
11,3.145310325679389
12,3.157655934149035
13,3.168346264049791
14,3.17662025531503
15,3.183751641751431
16,3.192771024769759
17,3.195936594610581
18,3.2027120325175726
19,3.206996379382396
20,3.209642878721243
21,3.209957344897699
22,3.2118857795328677
23,3.2127062388760197
24,3.2111427906758774
25,3.209968552060223
26,3.2090566468229973
27,3.204046289046162
28,3.201056173976972
29,3.19614319531609
30,3.1915381227292188
31,3.1854099655538084
32,3.1801718346477745
33,3.1720285619929816
34,3.1644427647020925
35,3.157055274845429
36,3.1487749645565364
37,3.1392159997050206
38,3.1307328107592896
39,3.122207231100164
40,3.1127644396284575
41,3.1027366020982834
42,3.091829517410618
43,3.08291437960792
44,3.0731668354947748
45,3.060817961420023
46,3.0512473717856103
47,3.040571005045115
48,3.029651515642582
49,3.0181130428132232
50,3.009762714214977
51,2.999057427769831
52,2.9880730761868164
53,2.978490550573936
54,2.9689344724334354
55,2.9599439453932077
56,2.950020779684243
57,2.9399661292622623
58,2.9324723367599126
59,2.923914927287764
60,2.91533181401273
61,2.9099243571179096
62,2.901350822953373
63,2.8956624223814034
64,2.889586096368308
65,2.884357126227988
66,2.8804926392475743
67,2.8734516472326503
68,2.869089547940368
69,2.865900841546455
70,2.8611516874327143
71,2.8580207296558378
72,2.855823267792186
73,2.8514954551930582
74,2.850265052967168
75,2.8482271533800265
76,2.8465780091533555
77,2.8456495184530777
78,2.8442427954924376
79,2.843812526013702
80,2.8421936730016175
81,2.842348640554388
82,2.84268407369654
83,2.841948318837614
84,2.843106963448451
85,2.8446589120023944
86,2.8459299376238754
87,2.8442121903352637
88,2.8465852938136775
89,2.848340988054018
90,2.850039064129098
91,2.851989256631015
92,2.854176789382322
93,2.8568477836293305
94,2.8607133029769556
95,2.861085375620881
96,2.864259047107481
97,2.866133568301637
98,2.8681047916952265
99,2.870909203208115
100,2.874044367732918
101,2.8779181289791915
102,2.880761587128755
103,2.8818720475011372
104,2.885915244205339
105,2.8874421208151166
106,2.892928333863852
107,2.894817087716377
108,2.8993379993146267
109,2.9016523315661495
110,2.9033632434887187
111,2.906723058041797
112,2.9095946203414007
113,2.912700865626337
114,2.9132810741262176
115,2.919565258525468
116,2.922366537692297
117,2.9231373404994603
118,2.9270939379700978
119,2.9287460990217546
120,2.929860712403775
121,2.9334857515452346
122,2.936197837286888
123,2.937073567410619
124,2.939138114953091
125,2.941027663820185
126,2.9417893580460226
127,2.9420419419179775
128,2.9440081880016105
129,2.944583021413644
130,2.9471023459615497
131,2.9480434205478923
132,2.948680666027752
133,2.949774808562833
134,2.950187476277072
135,2.951535029009268
136,2.9502116686678397
137,2.951760787287121
138,2.9503056028554555
139,2.9513424612492924
140,2.9512818131310246
141,2.950873810028177
142,2.951980400936884
143,2.950685325665968
144,2.951653346737178
145,2.9513008897462414
146,2.9519498326570304
147,2.9508517134586736
148,2.9506621113927007
149,2.9499145649255296
150,2.9500024714548205
151,2.950425225599328
152,2.949877177370716
153,2.9496704009622388
154,2.9477350149393944
155,2.9463283387252224
156,2.9468238988132724
157,2.9455328808419514
158,2.9447742230306524
159,2.9425062427118074
160,2.942563680312325
161,2.94188941911343
162,2.9413431229900207
163,2.9410781443739693
164,2.9396396189983425
165,2.937730743343643
166,2.9378349601377987
167,2.9366853180169845
168,2.935796817077759
169,2.934386842677962
170,2.933236253465097
171,2.933391853729413
172,2.9327028124747274
173,2.931051759067479
174,2.9310452666671374
175,2.929466151467056
176,2.9280904533975445
177,2.928333137374938
178,2.9272047803717727
