minute,load_MW
0,0.22445583958142099
1,0.19433503591295376
2,0.16873707084416775
3,0.14424571216563087
4,0.11780216282074846
5,0.09584079222143291
6,0.07398936258700894
7,0.05338377582809472
8,0.036966279238892785
9,0.01999774862051783
10,0.0040201106451280685
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.007433420299225548
41,0.017701879114909717
42,0.026552031537527068
43,0.036781384697117524
44,0.04785055515735849
45,0.0577420088545604
46,0.06853116421451419
47,0.07848089462138316
48,0.09033707899728971
49,0.10113910752303204
50,0.1102917946412385
51,0.11962827793530002
52,0.1298309916823399
53,0.14196078184913358
54,0.15157164524346572
55,0.1626302656165822
56,0.16949756869758667
57,0.17753834411155126
58,0.18892565206871828
59,0.19640284370695568
60,0.2046936691621731
61,0.2110618605906169
62,0.21750420910207274
63,0.22534958242964814
64,0.23272478803525698
65,0.23819791684950006
66,0.24227604274156242
67,0.249469293044049
68,0.25361946881790987
69,0.2580666375564103
70,0.2612688916376681
71,0.26362187049661523
72,0.2682824207725742
73,0.2710934017444792
74,0.2729843179201604
75,0.27506770669474223
76,0.2782470505945586
77,0.281016977803857
78,0.2813674497415643
79,0.2810017359531909
80,0.2831856078182059
81,0.28285358093245744
82,0.2851655801705333
83,0.28394772126601764
84,0.2846208826943285
85,0.28463037800907925
86,0.2839509405456875
87,0.2829383127620947
88,0.28288030440919415
89,0.2811065310936684
90,0.2764250899913234
91,0.2772618513777676
92,0.2764357356411573
93,0.27513970984884556
94,0.2740402567044603
95,0.27145937077377197
96,0.26876643675865336
97,0.26824977795120475
98,0.26415513454868933
99,0.2632923879665683
100,0.2594723288371891
101,0.25733400630358694
102,0.25439210215042607
103,0.25155899320491426
104,0.2498842656232668
105,0.24764602161819296
106,0.24585284342772928
107,0.24078735994345266
108,0.23880073541366797
109,0.2365388325141783
110,0.23325921133933067
111,0.23091451111697717
112,0.22687596045351535
113,0.22447423232494723
114,0.22435555440443833
115,0.2207225859428009
116,0.21877295419462103
117,0.21691173660201324
118,0.21424312477731403
119,0.2112264446568996
120,0.209692409213581
121,0.20849546753770296
122,0.20728156415909413
123,0.2043612974556929
124,0.20181955935988527
125,0.20417024318522972
126,0.19938469904967168
127,0.19832414221213407
128,0.19654534620073588
129,0.19674671728491386
130,0.1960400649906063
131,0.19672071401082292
132,0.19547971249487367
133,0.19379569456678034
134,0.1928981581037106
135,0.1935840521786961
136,0.19292297768462774
137,0.1926110270176733
138,0.19226390515001665
139,0.19342697340918127
140,0.19426353290247528
141,0.19169123414717956
142,0.19571353856808518
143,0.19393144243147553
144,0.19505741419239733
145,0.1933725997533786
146,0.19490439987553063
147,0.193988719099331
148,0.19385350368818172
149,0.1957338324589494
150,0.19552091394053764
151,0.196993920135965
152,0.19743934109888056
153,0.19797646760499601
154,0.19786890197658188
155,0.19893190023009422
156,0.19896425509955323
157,0.20099703612806116
158,0.20064639948859897
159,0.20349991129615316
160,0.2032665832404323
161,0.2043094262338145
162,0.2058606664695534
163,0.20506516211045478
164,0.2052883294242562
165,0.20607009073758883
166,0.20828338556563863
167,0.20802302594678776
168,0.21081155101697752
169,0.21144948374164155
170,0.21243668953939288
171,0.21218919502767358
172,0.213859636086539
173,0.21523507540345663
174,0.21528444966234003
175,0.21547719074947516
176,0.21688835056207084
177,0.21737140539817507
178,0.21775356485266636
179,0.21755684156988
180,0.21991185206140568
181,0.22052778670686618
182,0.21995549953278046
183,0.22135318046046462
184,0.22231476784110737
185,0.22222219886861383
186,0.2217039186753286
187,0.22256829680868948
188,0.22205571285110914
189,0.2240916559002158
190,0.2239898559481478
191,0.22307356337613127
192,0.22489427252801167
193,0.2247297005514235
194,0.22362566941535705
195,0.22394424949819308
196,0.22403018324772098
197,0.222763759090911
198,0.22712795094691302
199,0.22380435539357335
200,0.22461795273730192
201,0.22432023110401555
202,0.22362149995971964
203,0.22454370334019258
204,0.22307288096422817
205,0.22385587494314688
206,0.2241286522210071
207,0.22466228245262423
208,0.22255599104200066
209,0.22175475195622668
210,0.2236249529817286
211,0.2225268367066467
212,0.221410635030305
213,0.22076479023768927
214,0.21946432914212025
215,0.22111832836879097
216,0.2206002581113934
217,0.21816708902147922
218,0.22004917452234782
219,0.22014884026894807
220,0.22016835176847174
221,0.21715049829661756
222,0.21968881464583517
223,0.21847753924193086
224,0.21837015193189308
225,0.2174794008197018
226,0.21751220582587716
227,0.21888447966135702
228,0.21615457575338706
229,0.21725553730845165
230,0.21791342212907883
231,0.21647887317011402
232,0.21569922291518798
233,0.21508564911462932
234,0.21728823974450398
235,0.21508295972784305
236,0.2155454811519989
237,0.21479316737271809
238,0.21563002901902548
239,0.21443499771008423
240,0.21281361972744964
241,0.21473779728413472
242,0.21418841845485584
243,0.21410973318910406
244,0.21283408337100612
245,0.21431838858318428
246,0.21400457880035187
247,0.21424546240891834
248,0.21266148354223943
249,0.21338674536941118
250,0.2139600263479876
251,0.21256384261549316
252,0.21185340989437626
253,0.2139479830707549
254,0.213404292361758
255,0.21220066328121914
256,0.21301386480147086
257,0.2124103248118385
258,0.21284628852857146
259,0.21355229848889745
260,0.2135834160138229
261,0.21267401799979796
262,0.2138740236509024
263,0.21331625533288195
264,0.2139611079885573
265,0.2148417499765253
266,0.2141854825059969
267,0.21398376036961808
268,0.21491470748491598
269,0.2147414397367434
270,0.21466783932616984
271,0.2162848935742402
272,0.21515697662362543
273,0.21580132439547567
274,0.21482045285332785
275,0.21446766330198339
276,0.2163490047975085
277,0.21611416997101685
278,0.21563301993861847
279,0.2171858363214887
280,0.21485093548512268
281,0.21601538272132315
282,0.2176054054278691
283,0.2172892873989922
284,0.2167496187937509
285,0.21600369602667768
286,0.21688894426638228
287,0.21701845802433414
288,0.21767251747019634
289,0.2176534336392322
290,0.21861227598912694
291,0.2180821709411785
292,0.21836513892933648
293,0.21841193100424344
294,0.2189233266678967
295,0.21963317883419423
296,0.21895613431414623
297,0.2196811491952741
298,0.21922474689632246
299,0.21935675837588198
300,0.22019050000040274
301,0.21919661909985572
302,0.2196259913834463
303,0.22016633636017754
304,0.22071256840322306
305,0.2196319510932307
306,0.21934424984847006
307,0.21974134373206272
308,0.22092596920514712
309,0.2210835272166794
310,0.22106736803745
311,0.22099641519233146
312,0.21913718790055847
313,0.22036103330362783
314,0.22058637128134836
315,0.22146720516227442
316,0.22013475474301467
317,0.22188456926606492
318,0.22022008371557947
319,0.2197276676347699
320,0.22082993484877572
321,0.2205661929038281
322,0.22241943650650775
323,0.22140802476526927
324,0.22151841942583772
325,0.22175972997427662
326,0.22049483631246133
327,0.22075690910547355
328,0.22130773289097208
329,0.2214372540178002
330,0.22235463763442925
331,0.22172822925068403
332,0.22094856469950408
333,0.22189114826803216
334,0.22165855006149546
335,0.22027070422527736
336,0.2224735427248711
337,0.22183666253632747
338,0.22193685911928673
339,0.2218797756349197
340,0.22260379636887037
341,0.22071446368298475
342,0.22100427431435687
343,0.2217134289354208
344,0.220954090163178
345,0.2212391019162002
346,0.2221946791180851
347,0.22240843559663492
348,0.22163707072648825
349,0.22110474413114087
350,0.22101910709260844
351,0.22262089535515023
352,0.2203092357577122
353,0.2222195104086809
354,0.22257353598721202
355,0.22331357021221576
356,0.22228656095369984
357,0.2228529437950972
358,0.2233487727950608
359,0.22340828070813454
360,0.22397631423026335
361,0.22264303730018506
362,0.22477580400146013
363,0.22346234559928765
364,0.22383020939937642
365,0.22362666194896483
366,0.2231343605374103
367,0.22323417176211213
368,0.22455802430737706
369,0.22340545883453758
370,0.2231538174216117
371,0.22427751790420059
372,0.22511482740473862
373,0.22570186670678316
374,0.22546014405428977
375,0.22437709997456026
376,0.22494907677934053
377,0.2260291453347817
378,0.22598757839494799
379,0.2282508382564741
380,0.22582682365642884
381,0.2266414144837802
382,0.22565961537593765
383,0.22532839345626177
384,0.22676831704432335
385,0.22602357727437003
386,0.2273232875620303
387,0.22675911448979827
388,0.22735279665371358
389,0.2256814681030068
390,0.22685100088388435
391,0.22804702235835467
392,0.22693824520735742
393,0.22791938201279047
394,0.22621815700015113
395,0.22707043735619137
396,0.22783636294006207
397,0.22880798430864566
398,0.2276858306311695
399,0.22839725560215746
400,0.22862115341433456
401,0.22733876479714396
402,0.22872729067736858
403,0.22889084238451834
404,0.2284772419226137
405,0.22905761062615856
406,0.22816537406417808
407,0.2273150802832125
408,0.22890753948053302
409,0.2305023073673327
410,0.22885074672434993
411,0.23006318802054024
412,0.22908019804002425
413,0.22871763116900184
414,0.22819317043474066
415,0.22892412003221166
416,0.22739626812693473
417,0.22891936520284636
418,0.22798731983889337
419,0.22698185991957784
420,0.22785608580380998
421,0.22759634045291652
422,0.22732210970079011
423,0.22790062167037056
424,0.22645748978019734
425,0.2283128492253797
426,0.22740944624154372
427,0.22663833130437894
428,0.22605054132182606
429,0.22650267136047417
430,0.227113630218791
431,0.22614017573445738
432,0.22607748541129105
433,0.22515258753890133
434,0.22443574383375092
435,0.22541619294598972
436,0.22511240866059198
437,0.22377175363200272
438,0.22339238221410662
439,0.22293567145957474
440,0.22448111570640403
441,0.2216056419975015
442,0.2229965959154379
443,0.22244056410076407
444,0.22231463237692378
445,0.22164989181385206
446,0.22112040125989887
447,0.2203477768226671
448,0.22196395249688006
449,0.22093754202320426
450,0.2228607484213176
451,0.22108404053753214
452,0.21983331327603328
453,0.22065459282968544
454,0.2188766280147239
455,0.21804225017113293
456,0.22019371918073039
457,0.21867186024834312
458,0.21929112990216176
459,0.21766360151403194
460,0.21816991714515238
461,0.21682015745600203
462,0.21790128094484285
463,0.2167294164287602
464,0.21747107365609405
465,0.21654813702573994
466,0.21588843184104614
467,0.2173512573432496
468,0.215666307963404
469,0.21556294889849284
470,0.21622511056700464
471,0.2168399845264609
472,0.21560137077385622
473,0.21551815250916953
474,0.21604579827797865
475,0.214790295802767
476,0.21463477225708524
477,0.21496966476177654
478,0.2138178105597663
479,0.21549270918639515
480,0.2144284321645518
481,0.2139059632732428
482,0.21405217423963432
483,0.2129044050342269
484,0.21584148670609207
485,0.21634810297513385
486,0.21481407163134816
487,0.21512195174123566
488,0.2149028081231266
489,0.21506236934643938
490,0.215851542251434
491,0.21551707925543326
492,0.2159541457022975
493,0.2151285915289583
494,0.21636925030437884
495,0.21682010960138515
496,0.2168410000961204
497,0.21677357448186832
498,0.2168446022120265
499,0.21629223051129265
500,0.21684708087006369
501,0.21675980479620122
502,0.2174850661567674
503,0.21770762852811867
504,0.21780194917772325
505,0.21923768480061426
506,0.21862158609708682
507,0.21973934381047078
508,0.21915019756554358
509,0.21971052050465598
510,0.22014771164347244
511,0.21996280564690393
512,0.21969107895831574
513,0.2219529415375307
514,0.22040297470037407
515,0.2206201643006559
516,0.2204551589139319
517,0.22069125959605648
518,0.22155560525894558
519,0.22200246757737857
520,0.22233416382500432
521,0.22245398625255833
522,0.22393877080264715
523,0.2236708751956257
524,0.22231459590203703
525,0.22393334295601378
526,0.22344637638702247
527,0.22439281734665678
528,0.2245033775797596
529,0.22341340076712135
530,0.22284307979290807
531,0.22367495146385458
532,0.22460720618652946
533,0.2250526683984337
534,0.22379073137966665
535,0.2247552375812872
536,0.22426064809505603
537,0.22424920228697365
538,0.22500361935047866
539,0.22428097602252517
540,0.2238939877746531
541,0.22416210220190552
542,0.2244293036853133
543,0.22527829888944984
544,0.22460507457059387
545,0.22416124944095217
546,0.22347073509685303
547,0.22598149911682952
548,0.2249433757127827
549,0.22459693474302567
550,0.22420710923626105
551,0.2248403884027132
552,0.22483188667717963
553,0.22380876725962043
554,0.22403983534265853
555,0.22469332167230954
556,0.22407803865242057
557,0.22321721181284954
558,0.22320101162803282
559,0.22347748678659266
560,0.22378795672246224
561,0.22241850765590915
562,0.2230010901142157
563,0.2212990944443074
564,0.2214194969257131
565,0.22169839211716152
566,0.22026773160880733
567,0.22120620714715733
568,0.22032560286524208
569,0.22093622448970812
570,0.22062747880852376
571,0.22071721809616948
572,0.22101924209311732
573,0.21930216782524659
574,0.2209111008188506
575,0.21861553360668337
576,0.21862688615488204
577,0.2196410361339265
578,0.2172954106361701
579,0.21774539977337992
580,0.21751213245696505
581,0.21757413370956272
582,0.21667867056868986
583,0.21852737610237846
584,0.2160455607926091
585,0.21811424207466945
586,0.2163652379979807
587,0.21839323755250278
588,0.21698289962969408
589,0.2170714096938539
590,0.21564496987720613
591,0.21754280454033176
592,0.21560564801664206
593,0.21526264196365213
594,0.2163737708098737
595,0.2151635508821868
596,0.21439828930987162
597,0.21538842344406095
598,0.21377651905368691
599,0.21385103862521654
600,0.21501401050967273
601,0.2143339583081936
602,0.21457217234546
603,0.21423066397754376
604,0.2145331640140495
605,0.21305043698114676
606,0.21328655184968986
607,0.21462661143031359
608,0.21450002726160972
609,0.21438094153240297
610,0.21390905786055756
611,0.21432931810728884
612,0.21379208557316348
613,0.21480843118248444
614,0.21504669217122302
615,0.2130211715236907
616,0.21476786092760167
617,0.21342941796312964
618,0.21394156767792913
619,0.21438421175839412
620,0.21418938872655652
621,0.21364000175425227
622,0.2135197971321512
623,0.21492363768505843
624,0.21570789026678758
625,0.2145317893387954
626,0.21438025429527036
627,0.21587473938002566
628,0.21557975978667215
629,0.21464539550788853
630,0.21562301815965246
631,0.21598142550711613
632,0.21471527153907133
633,0.2144800801180309
634,0.2164296152613881
635,0.21573871794646704
636,0.21601036018093195
637,0.21742983702814694
638,0.21691957400560008
639,0.216991026682947
640,0.21675575127242125
641,0.21663356329401648
642,0.2172253215615576
643,0.21728623803482255
644,0.21686230339731408
645,0.2168500327508545
646,0.21735508576300294
647,0.21687505811382946
648,0.21688770781802522
649,0.2171380925147463
650,0.21677974165270159
651,0.218021676687827
652,0.21783243320105447
653,0.2174698185936847
654,0.21747298642955548
655,0.2175583710845431
656,0.21807105376874739
657,0.21749377900168335
658,0.2176321094634506
659,0.21927675763536483
660,0.2184561009756634
661,0.21788750339055846
662,0.21802006409445165
663,0.21764219340821941
664,0.21786470049595416
665,0.2178349340959505
666,0.21795732666478207
667,0.21844789436870596
668,0.21821442375188327
669,0.21812766434614786
670,0.2169539745918404
671,0.21784265117065954
672,0.2173193165210099
673,0.21868075663576497
674,0.2177707300662094
675,0.21840007005031203
676,0.21924085802234206
677,0.21804158146856856
678,0.2173838693556487
679,0.2182129187096663
680,0.2181557313653663
681,0.21643077845115824
682,0.21756388227616458
683,0.21733542838135136
684,0.21719575962633622
685,0.21697845860607642
686,0.21483033741709326
687,0.21540267647302164
688,0.21724896894220402
689,0.21514905548667915
690,0.21799849829931908
691,0.215605358654447
692,0.21636567001982226
693,0.21610179495153467
694,0.21690336500109852
695,0.21734505658992642
696,0.21640661274852446
697,0.21796260426153236
698,0.2163437879442772
699,0.21623454675726206
700,0.21585802094034387
701,0.215442342356426
702,0.21536022494363355
703,0.21516794831522504
704,0.21645500267774526
705,0.21568150038294934
706,0.21549860847154928
707,0.21518785349877215
708,0.21561903374283292
709,0.21550372643482216
710,0.21563618794555495
711,0.21543265006307635
712,0.21181996506209191
713,0.2152671548597745
714,0.21637728390716493
715,0.21561263842548511
716,0.21581701216770127
717,0.215116805819606
718,0.21672623474994068
719,0.21811256225718276
720,0.21635773615495266
721,0.2154481791526646
722,0.21616586618480607
723,0.21571977918781834
724,0.21475564648976886
725,0.21705719042348334
726,0.2167032116235207
727,0.21820972745989878
728,0.21513288475155268
729,0.21645217364820948
730,0.21806821600086795
731,0.2187036425245368
732,0.21686883385140956
733,0.21813049749345895
734,0.21829346630232124
735,0.2178285924852698
736,0.21746108809763479
737,0.21854955262651113
738,0.21854648010580643
739,0.21714266571265634
740,0.2194445771219895
741,0.2192632917234001
742,0.2188126258298993
743,0.22035479427953997
744,0.22052782732428186
745,0.2189524604151403
746,0.22006534973220904
747,0.21938875457562776
748,0.2203643894472142
749,0.22046211124803916
750,0.22012346509408975
751,0.22096662995791405
752,0.22024486280906166
753,0.22126253869826126
754,0.2194370752203158
755,0.22162018964268484
756,0.22293288918981927
757,0.22053840014887252
758,0.2222273107694489
759,0.22219877673966373
760,0.22143810639857953
761,0.22118068358901438
762,0.22256788439892058
763,0.22294353953261292
764,0.22291802342307424
765,0.22336157876402638
766,0.22333026003715387
767,0.22349008284499916
768,0.22328053036774254
769,0.22427410035543716
770,0.22316469398061553
771,0.22391731312937488
772,0.2246644789594985
773,0.22347466776318167
774,0.22332784056192326
775,0.22366288515634286
776,0.22484078582499747
777,0.2247465365520409
778,0.22385433264460158
779,0.22537820560168723
780,0.2242400756088312
781,0.2246232386156744
782,0.22479046762727378
783,0.22448487962023203
784,0.22299186909109023
785,0.2248374751547937
786,0.22299409034246556
787,0.22553170196056366
788,0.22401393285833135
